   18.190   4.62989 1380.00000   8.02126  20.67493  11.43321  2.15053763440860E+0002
   18.281   4.60212 1400.00000   8.10677  20.79916  11.62003  2.16450216450216E+0002
   18.365   4.57530 1420.00000   8.19177  20.91809  11.80759  2.17864923747277E+0002
   18.444   4.54926 1440.00000   8.27624  21.03173  11.99589  2.19298245614035E+0002
   18.516   4.50911 1460.00000   8.36016  21.32243  12.15801  2.20750551876380E+0002
   18.582   4.48521 1480.00000   8.44353  21.42826  12.34741  2.22222222222222E+0002
   18.642   4.46166 1500.00000   8.52631  21.52877  12.53756  2.23713646532438E+0002
   18.824   4.43947 1520.00000   8.59912  21.62393  12.72845  2.24466891133558E+0002
   18.873   4.41747 1540.00000   8.68088  21.71373  12.92008  2.25988700564972E+0002
   18.916   4.38192 1560.00000   8.76200  21.99441  13.08350  2.27531285551763E+0002
   19.086   4.36172 1580.00000   8.83329  22.07633  13.27626  2.28310502283105E+0002
   19.118   4.34207 1600.00000   8.91334  22.15286  13.46978  2.29885057471264E+0002
   19.280   4.32359 1620.00000   8.98356  22.22398  13.66404  2.30680507497116E+0002
   19.302   4.29061 1640.00000   9.06251  22.49710  13.82844  2.32288037166086E+0002
   19.455   4.27318 1660.00000   9.13170  22.56029  14.02385  2.33100233100233E+0002
   19.605   4.25635 1680.00000   9.20028  22.61803  14.22000  2.33918128654971E+0002
   19.613   4.22514 1700.00000   9.27768  22.88608  14.38504  2.35571260306243E+0002
   19.755   4.20954 1720.00000   9.34527  22.93584  14.58235  2.36406619385343E+0002
   19.894   4.19457 1740.00000   9.41227  22.98013  14.78040  2.37247924080664E+0002
   19.888   4.16519 1760.00000   9.48808  23.24310  14.94612  2.38948626045400E+0002
   20.019   4.15138 1780.00000   9.55412  23.27937  15.14533  2.39808153477218E+0002
   20.003   4.12310 1800.00000   9.62863  23.53978  15.31131  2.41545893719807E+0002
   20.127   4.11030 1820.00000   9.69372  23.56800  15.51169  2.42424242424242E+0002
   20.102   4.08292 1840.00000   9.76684  23.82586  15.67796  2.44200244200244E+0002
   20.219   4.07090 1860.00000   9.83096  23.84601  15.87951  2.45098039215686E+0002
   20.481   4.05953 1880.00000   9.88576  23.86061  16.08179  2.45098039215686E+0002
   20.443   4.03379 1900.00000   9.95762  24.11336  16.24879  2.46913580246914E+0002
   20.551   4.02327 1920.00000  10.02017  24.11985  16.45225  2.47831474597274E+0002
   20.656   3.99797 1940.00000  10.08220  24.37003  16.61956  2.48756218905473E+0002
   20.758   3.98865 1960.00000  10.14374  24.36838  16.82418  2.49687890137328E+0002
   20.704   3.96435 1980.00000  10.21312  24.61599  16.99181  2.51572327044025E+0002
   20.953   3.95551 2000.00000  10.26532  24.60618  17.19761  2.51572327044025E+0002
   20.891   3.93221 2020.00000  10.33378  24.85121  17.36556  2.53485424588086E+0002
   21.136   3.92395 2040.00000  10.38497  24.83322  17.57254  2.53485424588086E+0002
   21.067   3.90151 2060.00000  10.45247  25.07567  17.74082  2.55427841634738E+0002
   21.309   3.89398 2080.00000  10.50271  25.04947  17.94898  2.55427841634738E+0002
   21.232   3.87224 2100.00000  10.56923  25.28934  18.11760  2.57400257400257E+0002
   21.311   3.85051 2120.00000  10.62689  25.52919  18.28610  2.58397932816537E+0002
   21.386   3.84428 2140.00000  10.68408  25.49219  18.49590  2.59403372243839E+0002
   21.460   3.82341 2160.00000  10.74079  25.72945  18.66475  2.60416666666667E+0002
   21.530   3.81746 2180.00000  10.79703  25.68419  18.87573  2.61437908496732E+0002
   21.598   3.79747 2200.00000  10.85281  25.91887  19.04494  2.62467191601050E+0002
   21.827   3.79244 2220.00000  10.90022  25.86531  19.25708  2.62467191601050E+0002
   21.726   3.77243 2240.00000  10.96294  26.09740  19.42667  2.64550264550265E+0002
   21.786   3.75331 2260.00000  11.01730  26.32946  19.59614  2.65604249667995E+0002
   22.010   3.74923 2280.00000  11.06373  26.26502  19.80994  2.65604249667995E+0002
   22.066   3.73023 2300.00000  11.11733  26.49449  19.97979  2.66666666666667E+0002
   22.119   3.72654 2320.00000  11.17046  26.42169  20.19474  2.67737617135207E+0002
   22.170   3.70843 2340.00000  11.22313  26.64857  20.36498  2.68817204301075E+0002
   22.219   3.69044 2360.00000  11.27534  26.87543  20.53511  2.69905533063428E+0002
   22.435   3.68760 2380.00000  11.31946  26.79168  20.75172  2.69905533063428E+0002
   22.480   3.66992 2400.00000  11.37097  27.01594  20.92225  2.71002710027100E+0002
   22.351   3.65245 2420.00000  11.42913  27.24017  21.09266  2.73224043715847E+0002
   22.562   3.65055 2440.00000  11.47262  27.14544  21.31093  2.73224043715847E+0002
   22.600   3.63383 2460.00000  11.52274  27.36707  21.48176  2.74348422496571E+0002
   22.635   3.61729 2480.00000  11.57239  27.58868  21.65248  2.75482093663912E+0002
   22.843   3.61594 2500.00000  11.61437  27.48293  21.87240  2.75482093663912E+0002
   22.874   3.59979 2520.00000  11.66340  27.70194  22.04354  2.76625172890733E+0002
   22.904   3.58384 2540.00000  11.71195  27.92093  22.21457  2.77777777777778E+0002
   23.107   3.58310 2560.00000  11.75250  27.80411  22.43615  2.77777777777778E+0002
   23.133   3.56757 2580.00000  11.80047  28.02049  22.60761  2.78940027894003E+0002
   23.157   3.55225 2600.00000  11.84796  28.23685  22.77897  2.80112044817927E+0002
   23.357   3.55213 2620.00000  11.88718  28.10894  23.00219  2.80112044817927E+0002
   23.377   3.53722 2640.00000  11.93412  28.32270  23.17399  2.81293952180028E+0002
   23.395   3.52251 2660.00000  11.98057  28.53643  23.34568  2.82485875706215E+0002
   23.591   3.52299 2680.00000  12.01857  28.39739  23.57054  2.82485875706215E+0002
   23.606   3.50866 2700.00000  12.06451  28.60851  23.74269  2.83687943262411E+0002
   23.618   3.49451 2720.00000  12.10994  28.81961  23.91474  2.84900284900285E+0002
   23.811   3.49553 2740.00000  12.14681  28.66939  24.14122  2.84900284900285E+0002
   23.820   3.48170 2760.00000  12.19175  28.87788  24.31372  2.86123032904149E+0002
   23.827   3.46803 2780.00000  12.23619  29.08635  24.48613  2.87356321839080E+0002
   23.833   3.45449 2800.00000  12.28011  29.29480  24.65845  2.88600288600289E+0002
   24.021   3.45609 2820.00000  12.31598  29.13078  24.88710  2.88600288600289E+0002
   24.208   3.44285 2840.00000  12.35079  29.33661  25.05988  2.88600288600289E+0002
   24.209   3.43002 2860.00000  12.39431  29.54242  25.23257  2.89855072463768E+0002
   24.208   3.41731 2880.00000  12.43730  29.74822  25.40517  2.91120815138282E+0002
   24.392   3.41969 2900.00000  12.47122  29.57034  25.63599  2.91120815138282E+0002
   24.387   3.40716 2920.00000  12.51378  29.77351  25.80906  2.92397660818713E+0002
   24.381   3.39470 2940.00000  12.55579  29.97668  25.98204  2.93685756240822E+0002
   24.373   3.38228 2960.00000  12.59723  30.17982  26.15494  2.94985250737463E+0002
   24.742   3.38539 2980.00000  12.62100  29.98803  26.38792  2.93685756240822E+0002
   24.732   3.37358 3000.00000  12.66275  30.18855  26.56130  2.94985250737463E+0002
   24.720   3.36180 3020.00000  12.70393  30.38905  26.73460  2.96296296296296E+0002
   24.706   3.35002 3040.00000  12.74454  30.58954  26.90780  2.97619047619048E+0002
   25.073   3.35338 3060.00000  12.76573  30.38380  27.14294  2.96296296296296E+0002
   25.057   3.34221 3080.00000  12.80673  30.58166  27.31664  2.97619047619048E+0002
   25.039   3.33101 3100.00000  12.84715  30.77950  27.49026  2.98953662182362E+0002
   25.019   3.31977 3120.00000  12.88697  30.97733  27.66379  3.00300300300300E+0002
   25.385   3.32366 3140.00000  12.90579  30.75758  27.90106  2.98953662182362E+0002
   25.364   3.31301 3160.00000  12.94609  30.95278  28.07510  3.00300300300300E+0002
   25.340   3.30227 3180.00000  12.98579  31.14796  28.24906  3.01659125188537E+0002
   25.315   3.29144 3200.00000  13.02487  31.34313  28.42294  3.03030303030303E+0002
   25.484   3.28107 3220.00000  13.05351  31.53829  28.59673  3.03030303030303E+0002
   25.652   3.28578 3240.00000  13.08119  31.30187  28.83671  3.03030303030303E+0002
   25.623   3.27536 3260.00000  13.12022  31.49439  29.01102  3.04414003044140E+0002
   25.790   3.26522 3280.00000  13.14725  31.68690  29.18526  3.04414003044140E+0002
   25.758   3.25533 3300.00000  13.18594  31.87939  29.35941  3.05810397553517E+0002
   25.923   3.26025 3320.00000  13.21235  31.62886  29.60149  3.05810397553517E+0002
   26.087   3.25045 3340.00000  13.23782  31.81872  29.77617  3.05810397553517E+0002
   26.052   3.24086 3360.00000  13.27655  32.00856  29.95077  3.07219662058372E+0002
   26.016   3.23106 3380.00000  13.31460  32.19838  30.12529  3.08641975308642E+0002
   26.177   3.22169 3400.00000  13.33987  32.38820  30.29974  3.08641975308642E+0002
   26.138   3.21234 3420.00000  13.37761  32.57800  30.47410  3.10077519379845E+0002
   26.499   3.21778 3440.00000  13.38763  32.30806  30.71949  3.08641975308642E+0002
   26.458   3.20887 3460.00000  13.42618  32.49522  30.89440  3.10077519379845E+0002
   26.415   3.19967 3480.00000  13.46403  32.68236  31.06923  3.11526479750779E+0002
   26.574   3.19068 3500.00000  13.48737  32.86950  31.24398  3.11526479750779E+0002
   26.529   3.18188 3520.00000  13.52493  33.05662  31.41866  3.12989045383412E+0002
   26.888   3.18780 3540.00000  13.53134  32.76983  31.66672  3.11526479750779E+0002
   26.841   3.17937 3560.00000  13.56981  32.95430  31.84195  3.12989045383412E+0002
   26.793   3.17060 3580.00000  13.60755  33.13877  32.01711  3.14465408805031E+0002
   26.948   3.16219 3600.00000  13.62912  33.32322  32.19220  3.14465408805031E+0002
   26.897   3.15373 3620.00000  13.66659  33.50766  32.36721  3.15955766192733E+0002
   27.255   3.16033 3640.00000  13.66962  33.20396  32.61791  3.14465408805031E+0002
   27.203   3.15218 3660.00000  13.70809  33.38575  32.79348  3.15955766192733E+0002
   27.355   3.14381 3680.00000  13.72753  33.56753  32.96899  3.15955766192733E+0002
   27.301   3.13594 3700.00000  13.76577  33.74930  33.14442  3.17460317460317E+0002
   27.451   3.12765 3720.00000  13.78488  33.93106  33.31977  3.17460317460317E+0002
   27.395   3.12002 3740.00000  13.82287  34.11280  33.49506  3.18979266347687E+0002
   27.544   3.12694 3760.00000  13.84167  33.78948  33.74902  3.18979266347687E+0002
   27.693   3.11943 3780.00000  13.85961  33.96858  33.92488  3.18979266347687E+0002
   27.633   3.11154 3800.00000  13.89794  34.14766  34.10068  3.20512820512820E+0002
   27.781   3.10416 3820.00000  13.91562  34.32673  34.27640  3.20512820512820E+0002
   27.719   3.09644 3840.00000  13.95371  34.50580  34.45205  3.22061191626409E+0002
   27.865   3.08921 3860.00000  13.97114  34.68485  34.62763  3.22061191626409E+0002
   27.801   3.08163 3880.00000  14.00900  34.86388  34.80314  3.23624595469256E+0002
   28.156   3.08957 3900.00000  14.00350  34.51823  35.06100  3.22061191626409E+0002
   28.091   3.08210 3920.00000  14.04262  34.69462  35.23710  3.23624595469256E+0002
   28.235   3.07522 3940.00000  14.05819  34.87099  35.41314  3.23624595469256E+0002
   28.378   3.06790 3960.00000  14.07293  35.04736  35.58910  3.23624595469256E+0002
   28.310   3.06116 3980.00000  14.11249  35.22371  35.76500  3.25203252032520E+0002
   28.453   3.05406 4000.00000  14.12708  35.40005  35.94083  3.25203252032520E+0002
