  0.00000   0.0000   0.0000
  0.80000   0.0738   0.0384
  1.60000   0.1363   0.0738
  2.40000   0.1888   0.1064
  3.20000   0.2324   0.1363
  4.00000   0.2681   0.1637
  4.80000   0.2970   0.1888
  5.60000   0.3199   0.2116
  6.40000   0.3375   0.2324
  7.20000   0.3505   0.2512
  8.00000   0.3595   0.2681
  8.80000   0.3650   0.2834
  9.60000   0.3676   0.2970
 10.40000   0.3676   0.3092
 11.20000   0.3654   0.3199
 12.00000   0.3614   0.3293
 12.80000   0.3559   0.3375
 13.60000   0.3491   0.3445
 14.40000   0.3412   0.3505
 15.20000   0.3324   0.3554
 16.00000   0.3230   0.3595
 16.80000   0.3131   0.3626
 17.60000   0.3028   0.3650
 18.40000   0.2922   0.3666
 19.20000   0.2815   0.3676
 20.00000   0.2707   0.3679
 20.80000   0.2599   0.3676
 21.60000   0.2491   0.3668
 22.40000   0.2385   0.3654
 23.20000   0.2280   0.3636
 24.00000   0.2177   0.3614
 24.80000   0.2077   0.3588
 25.60000   0.1979   0.3559
 26.40000   0.1884   0.3526
 27.20000   0.1792   0.3491
 28.00000   0.1703   0.3452
 28.80000   0.1617   0.3412
 29.60000   0.1534   0.3369
 30.40000   0.1454   0.3324
 31.20000   0.1378   0.3278
 32.00000   0.1304   0.3230
 32.80000   0.1234   0.3181
 33.60000   0.1167   0.3131
 34.40000   0.1103   0.3080
 35.20000   0.1042   0.3028
 36.00000   0.0984   0.2975
 36.80000   0.0928   0.2922
 37.60000   0.0875   0.2869
 38.40000   0.0825   0.2815
 39.20000   0.0778   0.2761
 40.00000   0.0733   0.2707
 40.80000   0.0690   0.2653
 41.60000   0.0649   0.2599
 42.40000   0.0611   0.2545
 43.20000   0.0575   0.2491
 44.00000   0.0540   0.2438
 44.80000   0.0508   0.2385
 45.60000   0.0477   0.2332
 46.40000   0.0448   0.2280
 47.20000   0.0421   0.2228
 48.00000   0.0395   0.2177
 48.80000   0.0371   0.2127
 49.60000   0.0348   0.2077
 50.40000   0.0326   0.2028
 51.20000   0.0306   0.1979
 52.00000   0.0287   0.1931
 52.80000   0.0269   0.1884
 53.60000   0.0252   0.1837
 54.40000   0.0236   0.1792
 55.20000   0.0221   0.1747
 56.00000   0.0207   0.1703
 56.80000   0.0194   0.1659
 57.60000   0.0182   0.1617
 58.40000   0.0170   0.1575
 59.20000   0.0159   0.1534
 60.00000   0.0149   0.1494
 60.80000   0.0139   0.1454
 61.60000   0.0130   0.1416
 62.40000   0.0122   0.1378
 63.20000   0.0114   0.1341
 64.00000   0.0106   0.1304
 64.80000   0.0099   0.1269
 65.60000   0.0093   0.1234
 66.40000   0.0087   0.1200
 67.20000   0.0081   0.1167
 68.00000   0.0076   0.1135
 68.80000   0.0071   0.1103
 69.60000   0.0066   0.1072
 70.40000   0.0062   0.1042
 71.20000   0.0058   0.1012
 72.00000   0.0054   0.0984
 72.80000   0.0050   0.0956
 73.60000   0.0047   0.0928
 74.40000   0.0044   0.0902
 75.20000   0.0041   0.0875
 76.00000   0.0038   0.0850
 76.80000   0.0035   0.0825
 77.60000   0.0033   0.0801
 78.40000   0.0031   0.0778
 79.20000   0.0029   0.0755
 80.00000   0.0027   0.0733
