ZONE T="Visual 26e.dat"
I= 23,J= 35,K=1,F=POINT
  0.00004   0.00004  16.22748  58.92155 
  0.00004   0.00008  15.87734  58.92155 
  0.00004   0.00012  16.08433  58.92155 
  0.00004   0.00016  15.80747  58.92155 
  0.00004   0.00020  15.28703  58.92155 
  0.00004   0.00024  15.98444  58.92155 
  0.00004   0.00028  15.97900  58.92155 
  0.00004   0.00032  15.80733  58.92155 
  0.00004   0.00036  16.37706  58.92155 
  0.00004   0.00040  16.25149  58.92155 
  0.00004   0.00044  16.23722  58.92155 
  0.00004   0.00048  15.71968  58.92155 
  0.00004   0.00052  15.46551  58.92155 
  0.00004   0.00056  15.11048  58.92155 
  0.00004   0.00060  15.62057  58.92155 
  0.00004   0.00064  15.64843  58.92155 
  0.00004   0.00068  15.38052  58.92155 
  0.00004   0.00072  15.98444  58.92155 
  0.00004   0.00076  15.05675  58.92155 
  0.00004   0.00080  15.66042  58.92155 
  0.00004   0.00084  15.39040  58.92155 
  0.00004   0.00088  15.72421  58.92155 
  0.00004   0.00092  15.45582  58.92155 
  0.00008   0.00004  17.41754  59.68454 
  0.00008   0.00008  17.48543  59.68454 
  0.00008   0.00012  17.57901  59.68454 
  0.00008   0.00016  17.25481  59.68454 
  0.00008   0.00020  16.64184  59.68454 
  0.00008   0.00024  17.17417  59.68454 
  0.00008   0.00028  17.34992  59.68454 
  0.00008   0.00032  16.88985  59.68454 
  0.00008   0.00036  17.17806  59.68454 
  0.00008   0.00040  17.45380  59.68454 
  0.00008   0.00044  17.79573  59.68454 
  0.00008   0.00048  16.29718  59.68454 
  0.00008   0.00052  16.86104  59.68454 
  0.00008   0.00056  16.68485  59.68454 
  0.00008   0.00060  17.01858  59.68454 
  0.00008   0.00064  16.73152  59.68454 
  0.00008   0.00068  16.34910  59.68454 
  0.00008   0.00072  17.17417  59.68454 
  0.00008   0.00076  16.47719  59.68454 
  0.00008   0.00080  16.55738  59.68454 
  0.00008   0.00084  16.57292  59.68454 
  0.00008   0.00088  16.65154  59.68454 
  0.00008   0.00092  16.48297  59.68454 
  0.00012   0.00004  18.73728  58.88373 
  0.00012   0.00008  18.30712  58.88373 
  0.00012   0.00012  18.50426  58.88373 
  0.00012   0.00016  18.12108  58.88373 
  0.00012   0.00020  17.91248  58.88373 
  0.00012   0.00024  18.16080  58.88373 
  0.00012   0.00028  17.89555  58.88373 
  0.00012   0.00032  17.82081  58.88373 
  0.00012   0.00036  18.54037  58.88373 
  0.00012   0.00040  19.15692  58.88373 
  0.00012   0.00044  18.42050  58.88373 
  0.00012   0.00048  18.26289  58.88373 
  0.00012   0.00052  17.84486  58.88373 
  0.00012   0.00056  17.39365  58.88373 
  0.00012   0.00060  17.62820  58.88373 
  0.00012   0.00064  17.67377  58.88373 
  0.00012   0.00068  17.78461  58.88373 
  0.00012   0.00072  18.16080  58.88373 
  0.00012   0.00076  17.81152  58.88373 
  0.00012   0.00080  18.08378  58.88373 
  0.00012   0.00084  17.74433  58.88373 
  0.00012   0.00088  18.09169  58.88373 
  0.00012   0.00092  18.16202  58.88373 
  0.00016   0.00004  19.73889  57.30103 
  0.00016   0.00008  19.67262  57.30103 
  0.00016   0.00012  19.47966  57.30103 
  0.00016   0.00016  19.07336  57.30103 
  0.00016   0.00020  18.95324  57.30103 
  0.00016   0.00024  18.90023  57.30103 
  0.00016   0.00028  19.05401  57.30103 
  0.00016   0.00032  18.64994  57.30103 
  0.00016   0.00036  18.93042  57.30103 
  0.00016   0.00040  19.20321  57.30103 
  0.00016   0.00044  19.04093  57.30103 
  0.00016   0.00048  18.81522  57.30103 
  0.00016   0.00052  18.79224  57.30103 
  0.00016   0.00056  18.92653  57.30103 
  0.00016   0.00060  18.76127  57.30103 
  0.00016   0.00064  18.46212  57.30103 
  0.00016   0.00068  18.98600  57.30103 
  0.00016   0.00072  18.90023  57.30103 
  0.00016   0.00076  18.86472  57.30103 
  0.00016   0.00080  18.86635  57.30103 
  0.00016   0.00084  19.23868  57.30103 
  0.00016   0.00088  18.66930  57.30103 
  0.00016   0.00092  19.49151  57.30103 
  0.00020   0.00004  19.75753  53.52755 
  0.00020   0.00008  19.79993  53.52755 
  0.00020   0.00012  19.74505  53.52755 
  0.00020   0.00016  19.63640  53.52755 
  0.00020   0.00020  19.01745  53.52755 
  0.00020   0.00024  19.35945  53.52755 
  0.00020   0.00028  19.06476  53.52755 
  0.00020   0.00032  19.82404  53.52755 
  0.00020   0.00036  19.79423  53.52755 
  0.00020   0.00040  19.70275  53.52755 
  0.00020   0.00044  19.81147  53.52755 
  0.00020   0.00048  20.02877  53.52755 
  0.00020   0.00052  20.28502  53.52755 
  0.00020   0.00056  20.09866  53.52755 
  0.00020   0.00060  19.87668  53.52755 
  0.00020   0.00064  19.92665  53.52755 
  0.00020   0.00068  19.61486  53.52755 
  0.00020   0.00072  19.35945  53.52755 
  0.00020   0.00076  19.62667  53.52755 
  0.00020   0.00080  19.57883  53.52755 
  0.00020   0.00084  20.24511  53.52755 
  0.00020   0.00088  20.11669  53.52755 
  0.00020   0.00092  20.23574  53.52755 
  0.00024   0.00004  20.92042  49.14694 
  0.00024   0.00008  19.06791  49.14694 
