ZONE T="Ring(t,x)_from_xy.dat"
I=101,J= 10,K=1,F=POINT
    1   -90.000    0.00000  -65.47967   53.14000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00104    0.00000   -0.17454   -0.17454   -0.175
    1   -88.200    0.00000  -65.47967   53.20079    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47969    0.00104    0.00000   -0.17474   -0.17474   -0.175
    1   -86.400    0.00000  -65.47967   53.23014    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47967    0.00104    0.00000   -0.17485   -0.17485   -0.175
    1   -84.600    0.00000  -65.47967   53.22763    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47966    0.00104    0.00000   -0.17484   -0.17484   -0.175
    1   -82.800    0.00000  -65.47967   53.19062    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47966    0.00104    0.00000   -0.17471   -0.17471   -0.175
    1   -81.000    0.00000  -65.47967   53.11829    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47967    0.00104    0.00000   -0.17445   -0.17445   -0.174
    1   -79.200    0.00000  -65.47967   53.01382    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47968    0.00104    0.00000   -0.17409   -0.17409   -0.174
    1   -77.400    0.00000  -65.47968   52.87739    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47969    0.00104    0.00000   -0.17362   -0.17362   -0.174
    1   -75.600    0.00000  -65.47968   52.70891    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00104    0.00000   -0.17304   -0.17304   -0.173
    1   -73.800    0.00000  -65.47968   52.51464    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00104    0.00000   -0.17237   -0.17237   -0.172
    1   -72.000    0.00000  -65.47968   52.29212    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00104    0.00000   -0.17161   -0.17161   -0.172
    1   -70.200    0.00000  -65.47969   52.04217    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00103    0.00000   -0.17075   -0.17075   -0.171
    1   -68.400    0.00000  -65.47969   51.76332    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00103    0.00000   -0.16979   -0.16979   -0.170
    1   -66.600    0.00000  -65.47970   51.45548    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000  -65.47970    0.00103    0.00000   -0.16874   -0.16874   -0.169
