ZONE T="Visual 24e.dat"
I= 23,J= 35,K=1,F=POINT
  0.00004   0.00004  15.41506  57.94729 
  0.00004   0.00008  15.08755  57.94729 
  0.00004   0.00012  15.29494  57.94729 
  0.00004   0.00016  15.00840  57.94729 
  0.00004   0.00020  14.51715  57.94729 
  0.00004   0.00024  15.11902  57.94729 
  0.00004   0.00028  15.20893  57.94729 
  0.00004   0.00032  15.00364  57.94729 
  0.00004   0.00036  15.55292  57.94729 
  0.00004   0.00040  15.41894  57.94729 
  0.00004   0.00044  15.42420  57.94729 
  0.00004   0.00048  14.73397  57.94729 
  0.00004   0.00052  14.53589  57.94729 
  0.00004   0.00056  14.22250  57.94729 
  0.00004   0.00060  14.72610  57.94729 
  0.00004   0.00064  14.75728  57.94729 
  0.00004   0.00068  14.46354  57.94729 
  0.00004   0.00072  15.11902  57.94729 
  0.00004   0.00076  14.21349  57.94729 
  0.00004   0.00080  14.76964  57.94729 
  0.00004   0.00084  14.50009  57.94729 
  0.00004   0.00088  14.78711  57.94729 
  0.00004   0.00092  14.52680  57.94729 
  0.00008   0.00004  16.51855  59.45613 
  0.00008   0.00008  16.62038  59.45613 
  0.00008   0.00012  16.75445  59.45613 
  0.00008   0.00016  16.36050  59.45613 
  0.00008   0.00020  15.80189  59.45613 
  0.00008   0.00024  16.26143  59.45613 
  0.00008   0.00028  16.49694  59.45613 
  0.00008   0.00032  16.04886  59.45613 
  0.00008   0.00036  16.32898  59.45613 
  0.00008   0.00040  16.59021  59.45613 
  0.00008   0.00044  16.94624  59.45613 
  0.00008   0.00048  15.28055  59.45613 
  0.00008   0.00052  15.88566  59.45613 
  0.00008   0.00056  15.69916  59.45613 
  0.00008   0.00060  16.02387  59.45613 
  0.00008   0.00064  15.76717  59.45613 
  0.00008   0.00068  15.40738  59.45613 
  0.00008   0.00072  16.26143  59.45613 
  0.00008   0.00076  15.55073  59.45613 
  0.00008   0.00080  15.60472  59.45613 
  0.00008   0.00084  15.60594  59.45613 
  0.00008   0.00088  15.66176  59.45613 
  0.00008   0.00092  15.45807  59.45613 
  0.00012   0.00004  17.85031  59.40038 
  0.00012   0.00008  17.44326  59.40038 
  0.00012   0.00012  17.61341  59.40038 
  0.00012   0.00016  17.22200  59.40038 
  0.00012   0.00020  17.02452  59.40038 
  0.00012   0.00024  17.22790  59.40038 
  0.00012   0.00028  17.02039  59.40038 
  0.00012   0.00032  16.95522  59.40038 
  0.00012   0.00036  17.66763  59.40038 
  0.00012   0.00040  18.22647  59.40038 
  0.00012   0.00044  17.56207  59.40038 
  0.00012   0.00048  17.15973  59.40038 
  0.00012   0.00052  16.77107  59.40038 
  0.00012   0.00056  16.34402  59.40038 
  0.00012   0.00060  16.60484  59.40038 
  0.00012   0.00064  16.67395  59.40038 
  0.00012   0.00068  16.80746  59.40038 
  0.00012   0.00072  17.22790  59.40038 
  0.00012   0.00076  16.83734  59.40038 
  0.00012   0.00080  17.09222  59.40038 
  0.00012   0.00084  16.68745  59.40038 
  0.00012   0.00088  17.01691  59.40038 
  0.00012   0.00092  17.05964  59.40038 
  0.00016   0.00004  18.86651  58.56233 
  0.00016   0.00008  18.80429  58.56233 
  0.00016   0.00012  18.62929  58.56233 
  0.00016   0.00016  18.22768  58.56233 
  0.00016   0.00020  18.06687  58.56233 
  0.00016   0.00024  17.97588  58.56233 
  0.00016   0.00028  18.15371  58.56233 
  0.00016   0.00032  17.80131  58.56233 
  0.00016   0.00036  18.05170  58.56233 
  0.00016   0.00040  18.36207  58.56233 
  0.00016   0.00044  18.18030  58.56233 
  0.00016   0.00048  17.67154  58.56233 
  0.00016   0.00052  17.66830  58.56233 
  0.00016   0.00056  17.79422  58.56233 
  0.00016   0.00060  17.70048  58.56233 
  0.00016   0.00064  17.41063  58.56233 
  0.00016   0.00068  18.01143  58.56233 
  0.00016   0.00072  17.97588  58.56233 
  0.00016   0.00076  17.88323  58.56233 
  0.00016   0.00080  17.79954  58.56233 
  0.00016   0.00084  18.12992  58.56233 
  0.00016   0.00088  17.56171  58.56233 
  0.00016   0.00092  18.35567  58.56233 
  0.00020   0.00004  18.93357  55.45944 
  0.00020   0.00008  18.99092  55.45944 
  0.00020   0.00012  18.91554  55.45944 
  0.00020   0.00016  18.82650  55.45944 
  0.00020   0.00020  18.18190  55.45944 
  0.00020   0.00024  18.47241  55.45944 
  0.00020   0.00028  18.22166  55.45944 
  0.00020   0.00032  18.99190  55.45944 
  0.00020   0.00036  18.97399  55.45944 
  0.00020   0.00040  18.89541  55.45944 
  0.00020   0.00044  18.97421  55.45944 
  0.00020   0.00048  18.83884  55.45944 
  0.00020   0.00052  19.13368  55.45944 
  0.00020   0.00056  18.95222  55.45944 
