ZONE T="Visual 21e.dat"
I= 23,J= 35,K=1,F=POINT
  0.00004   0.00004  14.25346  55.77156 
  0.00004   0.00008  13.96456  55.77156 
  0.00004   0.00012  14.16194  55.77156 
  0.00004   0.00016  13.86926  55.77156 
  0.00004   0.00020  13.43195  55.77156 
  0.00004   0.00024  13.88503  55.77156 
  0.00004   0.00028  14.10033  55.77156 
  0.00004   0.00032  13.86037  55.77156 
  0.00004   0.00036  14.36561  55.77156 
  0.00004   0.00040  14.22839  55.77156 
  0.00004   0.00044  14.26222  55.77156 
  0.00004   0.00048  13.36054  55.77156 
  0.00004   0.00052  13.23944  55.77156 
  0.00004   0.00056  12.99153  55.77156 
  0.00004   0.00060  13.47021  55.77156 
  0.00004   0.00064  13.50057  55.77156 
  0.00004   0.00068  13.18579  55.77156 
  0.00004   0.00072  13.88503  55.77156 
  0.00004   0.00076  13.03924  55.77156 
  0.00004   0.00080  13.51075  55.77156 
  0.00004   0.00084  13.25586  55.77156 
  0.00004   0.00088  13.47176  55.77156 
  0.00004   0.00092  13.23072  55.77156 
  0.00008   0.00004  15.20144  58.36828 
  0.00008   0.00008  15.34181  58.36828 
  0.00008   0.00012  15.52591  58.36828 
  0.00008   0.00016  15.04851  58.36828 
  0.00008   0.00020  14.57872  58.36828 
  0.00008   0.00024  14.92450  58.36828 
  0.00008   0.00028  15.23159  58.36828 
  0.00008   0.00032  14.81787  58.36828 
  0.00008   0.00036  15.08092  58.36828 
  0.00008   0.00040  15.31597  58.36828 
  0.00008   0.00044  15.67981  58.36828 
  0.00008   0.00048  13.84705  58.36828 
  0.00008   0.00052  14.48488  58.36828 
  0.00008   0.00056  14.28772  58.36828 
  0.00008   0.00060  14.58841  58.36828 
  0.00008   0.00064  14.38071  58.36828 
  0.00008   0.00068  14.06480  58.36828 
  0.00008   0.00072  14.92450  58.36828 
  0.00008   0.00076  14.22146  58.36828 
  0.00008   0.00080  14.23892  58.36828 
  0.00008   0.00084  14.22168  58.36828 
  0.00008   0.00088  14.24939  58.36828 
  0.00008   0.00092  14.00659  58.36828 
  0.00012   0.00004  16.49779  59.42882 
  0.00012   0.00008  16.13438  59.42882 
  0.00012   0.00012  16.26096  59.42882 
  0.00012   0.00016  15.87029  59.42882 
  0.00012   0.00020  15.69339  59.42882 
  0.00012   0.00024  15.82575  59.42882 
  0.00012   0.00028  15.70425  59.42882 
  0.00012   0.00032  15.65791  59.42882 
  0.00012   0.00036  16.33683  59.42882 
  0.00012   0.00040  16.80110  59.42882 
  0.00012   0.00044  16.25818  59.42882 
  0.00012   0.00048  15.54281  59.42882 
  0.00012   0.00052  15.20599  59.42882 
  0.00012   0.00056  14.82563  59.42882 
  0.00012   0.00060  15.10810  59.42882 
  0.00012   0.00064  15.20366  59.42882 
  0.00012   0.00068  15.36278  59.42882 
  0.00012   0.00072  15.82575  59.42882 
  0.00012   0.00076  15.39581  59.42882 
  0.00012   0.00080  15.61932  59.42882 
  0.00012   0.00084  15.14515  59.42882 
  0.00012   0.00088  15.44018  59.42882 
  0.00012   0.00092  15.44586  59.42882 
  0.00016   0.00004  17.48800  59.72126 
  0.00016   0.00008  17.43220  59.72126 
  0.00016   0.00012  17.28581  59.72126 
  0.00016   0.00016  16.90303  59.72126 
  0.00016   0.00020  16.69063  59.72126 
  0.00016   0.00024  16.55028  59.72126 
  0.00016   0.00028  16.75615  59.72126 
  0.00016   0.00032  16.48849  59.72126 
  0.00016   0.00036  16.69209  59.72126 
  0.00016   0.00040  17.04228  59.72126 
  0.00016   0.00044  16.84260  59.72126 
  0.00016   0.00048  15.97658  59.72126 
  0.00016   0.00052  15.99879  59.72126 
  0.00016   0.00056  16.10821  59.72126 
  0.00016   0.00060  16.10949  59.72126 
  0.00016   0.00064  15.84150  59.72126 
  0.00016   0.00068  16.51913  59.72126 
  0.00016   0.00072  16.55028  59.72126 
  0.00016   0.00076  16.38568  59.72126 
  0.00016   0.00080  16.19545  59.72126 
  0.00016   0.00084  16.46099  59.72126 
  0.00016   0.00088  15.91655  59.72126 
  0.00016   0.00092  16.64515  59.72126 
  0.00020   0.00004  17.60442  57.68078 
  0.00020   0.00008  17.67894  57.68078 
  0.00020   0.00012  17.57860  57.68078 
  0.00020   0.00016  17.51699  57.68078 
  0.00020   0.00020  16.85897  57.68078 
  0.00020   0.00024  17.06704  57.68078 
  0.00020   0.00028  16.88796  57.68078 
  0.00020   0.00032  17.64713  57.68078 
  0.00020   0.00036  17.64700  57.68078 
  0.00020   0.00040  17.58896  57.68078 
  0.00020   0.00044  17.62610  57.68078 
  0.00020   0.00048  17.02998  57.68078 
  0.00020   0.00052  17.36437  57.68078 
  0.00020   0.00056  17.19538  57.68078 
  0.00020   0.00060  17.07609  57.68078 
  0.00020   0.00064  17.12620  57.68078 
  0.00020   0.00068  17.05585  57.68078 
  0.00020   0.00072  17.06704  57.68078 
  0.00020   0.00076  17.02577  57.68078 
  0.00020   0.00080  16.82574  57.68078 
  0.00020   0.00084  17.38244  57.68078 
  0.00020   0.00088  17.19537  57.68078 
  0.00020   0.00092  17.34621  57.68078 
  0.00024   0.00004  18.90150  54.92925 
  0.00024   0.00008  17.02943  54.92925 
  0.00024   0.00012  18.28586  54.92925 
  0.00024   0.00016  16.63669  54.92925 
  0.00024   0.00020  17.65808  54.92925 
  0.00024   0.00024  17.35389  54.92925 
  0.00024   0.00028  17.03339  54.92925 
  0.00024   0.00032  18.91310  54.92925 
  0.00024   0.00036  17.65817  54.92925 
  0.00024   0.00040  16.88823  54.92925 
  0.00024   0.00044  18.28708  54.92925 
  0.00024   0.00048  19.03387  54.92925 
  0.00024   0.00052  17.15417  54.92925 
  0.00024   0.00056  18.40910  54.92925 
  0.00024   0.00060  19.64761  54.92925 
  0.00024   0.00064  17.78019  54.92925 
  0.00024   0.00068  19.03387  54.92925 
  0.00024   0.00072  17.35389  54.92925 
  0.00024   0.00076  16.53561  54.92925 
  0.00024   0.00080  18.40910  54.92925 
  0.00024   0.00084  17.15415  54.92925 
  0.00024   0.00088  19.03380  54.92925 
  0.00024   0.00092  17.77993  54.92925 
  0.00028   0.00004  17.74197  50.75559 
  0.00028   0.00008  17.64489  50.75559 
  0.00028   0.00012  17.94943  50.75559 
  0.00028   0.00016  18.01813  50.75559 
  0.00028   0.00020  18.29400  50.75559 
  0.00028   0.00024  20.27338  50.75559 
  0.00028   0.00028  18.49295  50.75559 
  0.00028   0.00032  18.18060  50.75559 
  0.00028   0.00036  18.14154  50.75559 
  0.00028   0.00040  17.99150  50.75559 
  0.00028   0.00044  17.87505  50.75559 
  0.00028   0.00048  18.42498  50.75559 
  0.00028   0.00052  18.88411  50.75559 
  0.00028   0.00056  18.64861  50.75559 
  0.00028   0.00060  18.86472  50.75559 
  0.00028   0.00064  19.32314  50.75559 
  0.00028   0.00068  19.43493  50.75559 
  0.00028   0.00072  18.42594  50.75559 
  0.00028   0.00076  19.47778  50.75559 
  0.00028   0.00080  19.09593  50.75559 
  0.00028   0.00084  18.88912  50.75559 
  0.00028   0.00088  19.10794  50.75559 
  0.00028   0.00092  18.77980  50.75559 
  0.00032   0.00004  17.21177  45.43218 
  0.00032   0.00008  17.21026  45.43218 
  0.00032   0.00012  17.00328  45.43218 
  0.00032   0.00016  17.71196  45.43218 
  0.00032   0.00020  18.07938  45.43218 
  0.00032   0.00024  17.35922  45.43218 
  0.00032   0.00028  17.93374  45.43218 
  0.00032   0.00032  17.70417  45.43218 
  0.00032   0.00036  17.70243  45.43218 
  0.00032   0.00040  17.36673  45.43218 
  0.00032   0.00044  17.71575  45.43218 
  0.00032   0.00048  19.00943  45.43218 
  0.00032   0.00052  19.36168  45.43218 
  0.00032   0.00056  19.29491  45.43218 
  0.00032   0.00060  19.39392  45.43218 
  0.00032   0.00064  19.57789  45.43218 
  0.00032   0.00068  19.99811  45.43218 
  0.00032   0.00072  20.84594  45.43218 
  0.00032   0.00076  20.22963  45.43218 
  0.00032   0.00080  19.84903  45.43218 
  0.00032   0.00084  19.77620  45.43218 
  0.00032   0.00088  19.56952  45.43218 
  0.00032   0.00092  18.91085  45.43218 
  0.00036   0.00004  16.49510  39.53388 
  0.00036   0.00008  17.24592  39.53388 
  0.00036   0.00012  16.84091  39.53388 
  0.00036   0.00016  16.76877  39.53388 
  0.00036   0.00020  16.57217  39.53388 
  0.00036   0.00024  18.74519  39.53388 
  0.00036   0.00028  17.10470  39.53388 
  0.00036   0.00032  16.89075  39.53388 
  0.00036   0.00036  16.55417  39.53388 
  0.00036   0.00040  17.17316  39.53388 
  0.00036   0.00044  16.55067  39.53388 
  0.00036   0.00048  18.90892  39.53388 
  0.00036   0.00052  19.35048  39.53388 
  0.00036   0.00056  20.05544  39.53388 
  0.00036   0.00060  19.65256  39.53388 
  0.00036   0.00064  20.04225  39.53388 
  0.00036   0.00068  19.85058  39.53388 
  0.00036   0.00072  18.56694  39.53388 
  0.00036   0.00076  19.92853  39.53388 
  0.00036   0.00080  20.03486  39.53388 
  0.00036   0.00084  19.94953  39.53388 
  0.00036   0.00088  18.83292  39.53388 
