ZONE T="xy  4e.dat"
I= 32,J= 64,K=1,F=POINT
  0.05000   0.05000     0.00 -65.12881     0.11 0 0 0 0 0 0   0.00000   -65.1288   0.00356 0  -0.04046 
  0.05000   0.10000     0.00 -65.12735     0.11 0 0 0 0 0 0   0.00000   -65.1273   0.00357 0  -0.04069 
  0.05000   0.15000     0.00 -65.12564     0.11 0 0 0 0 0 0   0.00000   -65.1256   0.00358 0  -0.04094 
  0.05000   0.20000     0.00 -65.12391     0.11 0 0 0 0 0 0   0.00000   -65.1239   0.00360 0  -0.04119 
  0.05000   0.25000     0.00 -65.12226     0.11 0 0 0 0 0 0   0.00000   -65.1223   0.00361 0  -0.04143 
  0.05000   0.30000     0.00 -65.12074     0.11 0 0 0 0 0 0   0.00000   -65.1207   0.00362 0  -0.04164 
  0.05000   0.35000     0.00 -65.11935     0.11 0 0 0 0 0 0   0.00000   -65.1194   0.00363 0  -0.04184 
  0.05000   0.40000     0.00 -65.11810     0.11 0 0 0 0 0 0   0.00000   -65.1181   0.00364 0  -0.04202 
  0.05000   0.45000     0.00 -65.11699     0.11 0 0 0 0 0 0   0.00000   -65.1170   0.00365 0  -0.04218 
  0.05000   0.50000     0.00 -65.11603     0.11 0 0 0 0 0 0   0.00000   -65.1160   0.00366 0  -0.04231 
  0.05000   0.55000     0.00 -65.11520     0.11 0 0 0 0 0 0   0.00000   -65.1152   0.00367 0  -0.04243 
  0.05000   0.60000     0.00 -65.11453     0.11 0 0 0 0 0 0   0.00000   -65.1145   0.00367 0  -0.04253 
  0.05000   0.65000     0.00 -65.11400     0.11 0 0 0 0 0 0   0.00000   -65.1140   0.00368 0  -0.04260 
  0.05000   0.70000     0.00 -65.11362     0.11 0 0 0 0 0 0   0.00000   -65.1136   0.00368 0  -0.04266 
  0.05000   0.75000     0.00 -65.11339     0.11 0 0 0 0 0 0   0.00000   -65.1134   0.00368 0  -0.04269 
  0.05000   0.80000     0.00 -65.11332     0.11 0 0 0 0 0 0   0.00000   -65.1133   0.00368 0  -0.04270 
  0.05000   0.85000     0.00 -65.11339     0.11 0 0 0 0 0 0   0.00000   -65.1134   0.00368 0  -0.04269 
  0.05000   0.90000     0.00 -65.11362     0.11 0 0 0 0 0 0   0.00000   -65.1136   0.00368 0  -0.04266 
  0.05000   0.95000     0.00 -65.11400     0.11 0 0 0 0 0 0   0.00000   -65.1140   0.00368 0  -0.04260 
  0.05000   1.00000     0.00 -65.11453     0.11 0 0 0 0 0 0   0.00000   -65.1145   0.00367 0  -0.04253 
  0.05000   1.05000     0.00 -65.11520     0.11 0 0 0 0 0 0   0.00000   -65.1152   0.00367 0  -0.04243 
  0.05000   1.10000     0.00 -65.11603     0.11 0 0 0 0 0 0   0.00000   -65.1160   0.00366 0  -0.04231 
