ZONE T="xy100e.dat"
I= 39,J= 39,K=1,F=POINT
  0.02500   0.02500   183.88 -64.74086    11.23 -58.45530    53.82 116.00000    11.2417 
  0.02500   0.05000   179.78 -64.61094    12.07 -58.29830    55.63 116.00000    12.0715 
  0.02500   0.07500   174.94 -64.46836    13.05 -58.14067    57.45 116.00000    13.0594 
  0.02500   0.10000   169.25 -64.31801    14.13 -57.98482    59.25 116.00000    14.1393 
  0.02500   0.12500   162.62 -64.16645    15.28 -57.83448    60.98 116.00000    15.2819 
  0.02500   0.15000   154.99 -64.02185    16.42 -57.69497    62.57 116.00000    16.4162 
  0.02500   0.17500   146.36 -63.89360    17.46 -57.57309    63.94 116.00000    17.4513 
  0.02500   0.20000   136.83 -63.79139    18.33 -57.47648    65.00 116.00000    18.3247 
  0.02500   0.22500   126.60 -63.72357    17.16 -57.41233    65.69 116.00000    17.1172 
  0.02500   0.25000   116.00 -63.69482    17.01 -57.38570    65.96 116.00000    16.9717 
  0.02500   0.27500   105.40 -63.70687    17.32 -57.39845    65.78 116.00000    17.2799 
  0.02500   0.30000    95.17 -63.75876    18.53 -57.44889    65.18 116.00000    18.5190 
  0.02500   0.32500    85.64 -63.84638    17.76 -57.53209    64.20 116.00000    17.7567 
  0.02500   0.35000    77.01 -63.96192    16.76 -57.64092    62.93 116.00000    16.7519 
  0.02500   0.37500    69.38 -64.09609    15.66 -57.76775    61.43 116.00000    15.6599 
  0.02500   0.40000    62.75 -64.23980    14.54 -57.90574    59.79 116.00000    14.5382 
  0.02500   0.42500    57.06 -64.38505    13.45 -58.04948    58.07 116.00000    13.4588 
  0.02500   0.45000    52.22 -64.52538    12.45 -58.19522    56.34 116.00000    12.4519 
  0.02500   0.47500    48.12 -64.65580    11.58 -58.34058    54.62 116.00000    11.5893 
  0.02500   0.50000    44.64 -64.77276    10.85 -58.48420    52.93 116.00000    10.8592 
  0.02500   0.52500    48.12 -64.65580    11.58 -58.34058    54.62 116.00000    11.5893 
  0.02500   0.55000    52.22 -64.52538    12.45 -58.19522    56.34 116.00000    12.4519 
  0.02500   0.57500    57.06 -64.38505    13.45 -58.04948    58.07 116.00000    13.4588 
  0.02500   0.60000    62.75 -64.23980    14.54 -57.90574    59.79 116.00000    14.5382 
  0.02500   0.62500    69.38 -64.09609    15.66 -57.76775    61.43 116.00000    15.6599 
  0.02500   0.65000    77.01 -63.96192    16.76 -57.64092    62.93 116.00000    16.7519 
  0.02500   0.67500    85.64 -63.84638    17.76 -57.53209    64.20 116.00000    17.7567 
  0.02500   0.70000    95.17 -63.75876    18.53 -57.44889    65.18 116.00000    18.5190 
  0.02500   0.72500   105.40 -63.70687    17.32 -57.39845    65.78 116.00000    17.2799 
  0.02500   0.75000   116.00 -63.69482    17.01 -57.38570    65.96 116.00000    16.9717 
  0.02500   0.77500   126.60 -63.72357    17.16 -57.41233    65.69 116.00000    17.1172 
  0.02500   0.80000   136.83 -63.79139    18.33 -57.47648    65.00 116.00000    18.3247 
  0.02500   0.82500   146.36 -63.89360    17.46 -57.57309    63.94 116.00000    17.4513 
  0.02500   0.85000   154.99 -64.02185    16.42 -57.69497    62.57 116.00000    16.4162 
  0.02500   0.87500   162.62 -64.16645    15.28 -57.83448    60.98 116.00000    15.2819 
  0.02500   0.90000   169.25 -64.31801    14.13 -57.98482    59.25 116.00000    14.1393 
  0.02500   0.92500   174.94 -64.46836    13.05 -58.14067    57.45 116.00000    13.0594 
  0.02500   0.95000   179.78 -64.61094    12.07 -58.29830    55.63 116.00000    12.0715 
  0.02500   0.97500   183.88 -64.74086    11.23 -58.45530    53.82 116.00000    11.2417 
  0.05000   0.02500   187.75 -64.77793    10.86 -58.51614    52.73 116.00000    10.8721 
  0.05000   0.05000   183.88 -64.63919    11.73 -58.34782    54.68 116.00000    11.7360 
  0.05000   0.07500   179.22 -64.48446    12.77 -58.17478    56.68 116.00000    12.7814 
  0.05000   0.10000   173.60 -64.31845    13.95 -57.99922    58.71 116.00000    13.9524 
  0.05000   0.12500   166.88 -64.14796    15.22 -57.82519    60.70 116.00000    15.2204 
  0.05000   0.15000   158.93 -63.98215    16.51 -57.65924    62.58 116.00000    16.5095 
  0.05000   0.17500   149.71 -63.83237    17.75 -57.51059    64.24 116.00000    17.7445 
  0.05000   0.20000   139.28 -63.71119    18.46 -57.39041    65.55 116.00000    18.4223 
  0.05000   0.22500   127.91 -63.63027    17.30 -57.30993    66.41 116.00000    17.2571 
  0.05000   0.25000   116.00 -63.59690    17.13 -57.27751    66.74 116.00000    17.0887 
  0.05000   0.27500   104.09 -63.61382    17.37 -57.29629    66.50 116.00000    17.3260 
  0.05000   0.30000    92.72 -63.67905    18.80 -57.36333    65.72 116.00000    18.7648 
  0.05000   0.32500    82.29 -63.78597    18.02 -57.47040    64.50 116.00000    18.0121 
  0.05000   0.35000    73.07 -63.92341    16.84 -57.60635    62.93 116.00000    16.8353 
  0.05000   0.37500    65.12 -64.07918    15.59 -57.76001    61.14 116.00000    15.5854 
  0.05000   0.40000    58.40 -64.24224    14.33 -57.92208    59.23 116.00000    14.3353 
  0.05000   0.42500    52.78 -64.40358    13.16 -58.08593    57.29 116.00000    13.1624 
  0.05000   0.45000    48.12 -64.55648    12.09 -58.24744    55.37 116.00000    12.0966 
  0.05000   0.47500    44.25 -64.69613    11.19 -58.40443    53.51 116.00000    11.1990 
  0.05000   0.50000    41.04 -64.81938    10.45 -58.55604    51.72 116.00000    10.4530 
  0.05000   0.52500    44.25 -64.69613    11.19 -58.40443    53.51 116.00000    11.1990 
  0.05000   0.55000    48.12 -64.55648    12.09 -58.24744    55.37 116.00000    12.0966 
  0.05000   0.57500    52.78 -64.40358    13.16 -58.08593    57.29 116.00000    13.1624 
  0.05000   0.60000    58.40 -64.24224    14.33 -57.92208    59.23 116.00000    14.3353 
  0.05000   0.62500    65.12 -64.07918    15.59 -57.76001    61.14 116.00000    15.5854 
  0.05000   0.65000    73.07 -63.92341    16.84 -57.60635    62.93 116.00000    16.8353 
  0.05000   0.67500    82.29 -63.78597    18.02 -57.47040    64.50 116.00000    18.0121 
  0.05000   0.70000    92.72 -63.67905    18.80 -57.36333    65.72 116.00000    18.7648 
  0.05000   0.72500   104.09 -63.61382    17.37 -57.29629    66.50 116.00000    17.3260 
  0.05000   0.75000   116.00 -63.59690    17.13 -57.27751    66.74 116.00000    17.0887 
  0.05000   0.77500   127.91 -63.63027    17.30 -57.30993    66.41 116.00000    17.2571 
  0.05000   0.80000   139.28 -63.71119    18.46 -57.39041    65.55 116.00000    18.4223 
  0.05000   0.82500   149.71 -63.83237    17.75 -57.51059    64.24 116.00000    17.7445 
  0.05000   0.85000   158.93 -63.98215    16.51 -57.65924    62.58 116.00000    16.5095 
  0.05000   0.87500   166.88 -64.14796    15.22 -57.82519    60.70 116.00000    15.2204 
  0.05000   0.90000   173.60 -64.31845    13.95 -57.99922    58.71 116.00000    13.9524 
  0.05000   0.92500   179.22 -64.48446    12.77 -58.17478    56.68 116.00000    12.7814 
  0.05000   0.95000   183.88 -64.63919    11.73 -58.34782    54.68 116.00000    11.7360 
  0.05000   0.97500   187.75 -64.77793    10.86 -58.51614    52.73 116.00000    10.8721 
  0.07500   0.02500   191.78 -64.83140    10.38 -58.58583    51.45 116.00000    10.3896 
  0.07500   0.05000   188.25 -64.68506    11.26 -58.40797    53.51 116.00000    11.2683 
  0.07500   0.07500   183.88 -64.51851    12.33 -58.22036    55.69 116.00000    12.3355 
  0.07500   0.10000   178.48 -64.33575    13.60 -58.02431    57.95 116.00000    13.6078 
  0.07500   0.12500   171.80 -64.14330    15.01 -57.82359    60.25 116.00000    15.0090 
  0.07500   0.15000   163.63 -63.95100    16.49 -57.62563    62.48 116.00000    16.4820 
  0.07500   0.17500   153.82 -63.77248    17.94 -57.44240    64.51 116.00000    17.9360 
  0.07500   0.20000   142.37 -63.62452    19.13 -57.29008    66.16 116.00000    19.1110 
  0.07500   0.22500   129.58 -63.52436    17.61 -57.18644    67.25 116.00000    17.5645 
  0.07500   0.25000   116.00 -63.48405    17.53 -57.14563    67.66 116.00000    17.4893 
  0.07500   0.27500   102.42 -63.50838    17.76 -57.17324    67.34 116.00000    17.7112 
  0.07500   0.30000    89.63 -63.59342    19.34 -57.26394    66.32 116.00000    19.3340 
  0.07500   0.32500    78.18 -63.72770    18.20 -57.40371    64.75 116.00000    18.1906 
  0.07500   0.35000    68.37 -63.89452    16.80 -57.57485    62.81 116.00000    16.7903 
  0.07500   0.37500    60.20 -64.07745    15.35 -57.76117    60.66 116.00000    15.3517 
  0.07500   0.40000    53.52 -64.26311    13.96 -57.95058    58.45 116.00000    13.9647 
  0.07500   0.42500    48.12 -64.44180    12.69 -58.13555    56.26 116.00000    12.6867 
  0.07500   0.45000    43.75 -64.60706    11.59 -58.31220    54.17 116.00000    11.5990 
  0.07500   0.47500    40.22 -64.75483    10.68 -58.47919    52.19 116.00000    10.6865 
  0.07500   0.50000    37.35 -64.88280     9.94 -58.63661    50.33 116.00000     9.9438 
  0.07500   0.52500    40.22 -64.75483    10.68 -58.47919    52.19 116.00000    10.6865 
  0.07500   0.55000    43.75 -64.60706    11.59 -58.31220    54.17 116.00000    11.5990 
  0.07500   0.57500    48.12 -64.44180    12.69 -58.13555    56.26 116.00000    12.6867 
  0.07500   0.60000    53.52 -64.26311    13.96 -57.95058    58.45 116.00000    13.9647 
  0.07500   0.62500    60.20 -64.07745    15.35 -57.76117    60.66 116.00000    15.3517 
  0.07500   0.65000    68.37 -63.89452    16.80 -57.57485    62.81 116.00000    16.7903 
  0.07500   0.67500    78.18 -63.72770    18.20 -57.40371    64.75 116.00000    18.1906 
  0.07500   0.70000    89.63 -63.59342    19.34 -57.26394    66.32 116.00000    19.3340 
  0.07500   0.72500   102.42 -63.50838    17.76 -57.17324    67.34 116.00000    17.7112 
  0.07500   0.75000   116.00 -63.48405    17.53 -57.14563    67.66 116.00000    17.4893 
  0.07500   0.77500   129.58 -63.52436    17.61 -57.18644    67.25 116.00000    17.5645 
  0.07500   0.80000   142.37 -63.62452    19.13 -57.29008    66.16 116.00000    19.1110 
  0.07500   0.82500   153.82 -63.77248    17.94 -57.44240    64.51 116.00000    17.9360 
