ZONE T="xy  7e.dat"
I= 32,J= 64,K=1,F=POINT
  0.05000   0.05000     0.00 -64.95016     0.20 0 0 0 0 0 0   0.00000   -64.9502   0.00310 0  -0.01464 
  0.05000   0.10000     0.00 -64.94790     0.21 0 0 0 0 0 0   0.00000   -64.9479   0.00311 0  -0.01476 
  0.05000   0.15000     0.00 -64.94527     0.21 0 0 0 0 0 0   0.00000   -64.9453   0.00312 0  -0.01489 
  0.05000   0.20000     0.00 -64.94259     0.21 0 0 0 0 0 0   0.00000   -64.9426   0.00313 0  -0.01501 
  0.05000   0.25000     0.00 -64.94004     0.21 0 0 0 0 0 0   0.00000   -64.9400   0.00314 0  -0.01513 
  0.05000   0.30000     0.00 -64.93769     0.21 0 0 0 0 0 0   0.00000   -64.9377   0.00315 0  -0.01525 
  0.05000   0.35000     0.00 -64.93555     0.21 0 0 0 0 0 0   0.00000   -64.9355   0.00316 0  -0.01535 
  0.05000   0.40000     0.00 -64.93361     0.21 0 0 0 0 0 0   0.00000   -64.9336   0.00317 0  -0.01544 
  0.05000   0.45000     0.00 -64.93189     0.21 0 0 0 0 0 0   0.00000   -64.9319   0.00318 0  -0.01552 
  0.05000   0.50000     0.00 -64.93040     0.21 0 0 0 0 0 0   0.00000   -64.9304   0.00319 0  -0.01559 
  0.05000   0.55000     0.00 -64.92913     0.21 0 0 0 0 0 0   0.00000   -64.9291   0.00319 0  -0.01565 
  0.05000   0.60000     0.00 -64.92808     0.21 0 0 0 0 0 0   0.00000   -64.9281   0.00320 0  -0.01570 
  0.05000   0.65000     0.00 -64.92727     0.21 0 0 0 0 0 0   0.00000   -64.9273   0.00320 0  -0.01574 
  0.05000   0.70000     0.00 -64.92668     0.21 0 0 0 0 0 0   0.00000   -64.9267   0.00320 0  -0.01577 
  0.05000   0.75000     0.00 -64.92633     0.21 0 0 0 0 0 0   0.00000   -64.9263   0.00320 0  -0.01578 
  0.05000   0.80000     0.00 -64.92622     0.21 0 0 0 0 0 0   0.00000   -64.9262   0.00320 0  -0.01579 
  0.05000   0.85000     0.00 -64.92633     0.21 0 0 0 0 0 0   0.00000   -64.9263   0.00320 0  -0.01578 
  0.05000   0.90000     0.00 -64.92668     0.21 0 0 0 0 0 0   0.00000   -64.9267   0.00320 0  -0.01577 
  0.05000   0.95000     0.00 -64.92727     0.21 0 0 0 0 0 0   0.00000   -64.9273   0.00320 0  -0.01574 
  0.05000   1.00000     0.00 -64.92808     0.21 0 0 0 0 0 0   0.00000   -64.9281   0.00320 0  -0.01570 
  0.05000   1.05000     0.00 -64.92913     0.21 0 0 0 0 0 0   0.00000   -64.9291   0.00319 0  -0.01565 
  0.05000   1.10000     0.00 -64.93040     0.21 0 0 0 0 0 0   0.00000   -64.9304   0.00319 0  -0.01559 
  0.05000   1.15000     0.00 -64.93189     0.21 0 0 0 0 0 0   0.00000   -64.9319   0.00318 0  -0.01552 
  0.05000   1.20000     0.00 -64.93361     0.21 0 0 0 0 0 0   0.00000   -64.9336   0.00317 0  -0.01544 
  0.05000   1.25000     0.00 -64.93555     0.21 0 0 0 0 0 0   0.00000   -64.9355   0.00316 0  -0.01535 
  0.05000   1.30000     0.00 -64.93769     0.21 0 0 0 0 0 0   0.00000   -64.9377   0.00315 0  -0.01525 
  0.05000   1.35000     0.00 -64.94004     0.21 0 0 0 0 0 0   0.00000   -64.9400   0.00314 0  -0.01513 
  0.05000   1.40000     0.00 -64.94260     0.21 0 0 0 0 0 0   0.00000   -64.9426   0.00313 0  -0.01501 
  0.05000   1.45000     0.00 -64.94534     0.21 0 0 0 0 0 0   0.00000   -64.9453   0.00312 0  -0.01488 
  0.05000   1.50000     0.00 -64.94821     0.21 0 0 0 0 0 0   0.00000   -64.9482   0.00311 0  -0.01475 
  0.05000   1.55000     0.00 -64.95101     0.20 0 0 0 0 0 0   0.00000   -64.9510   0.00309 0  -0.01461 
  0.05000   1.60000     0.00 -64.95340     0.20 0 0 0 0 0 0   0.00000   -64.9534   0.00308 0  -0.01449 
  0.10000   0.05000     0.00 -64.93855     0.21 0 0 0 0 0 0   0.00000   -64.9385   0.00315 0  -0.01524 
