ZONE T="xy300e.dat"
I= 39,J= 39,K=1,F=POINT
  0.02500   0.02500   183.88 -64.85121    10.71 -58.54651    53.60 116.00000    10.7194 
  0.02500   0.05000   179.78 -64.88872    10.36 -58.60699    52.46 116.00000    10.3706 
  0.02500   0.07500   174.94 -64.94328     9.89 -58.67672    51.11 116.00000     9.9082 
  0.02500   0.10000   169.25 -65.02017     9.30 -58.76195    49.48 116.00000     9.3046 
  0.02500   0.12500   162.62 -65.12509     8.57 -58.86946    47.50 116.00000     8.5838 
  0.02500   0.15000   154.99 -65.26354     7.72 -59.00596    45.11 116.00000     7.7224 
  0.02500   0.17500   146.36 -65.43991     6.75 -59.17706    42.27 116.00000     6.7573 
  0.02500   0.20000   136.83 -65.65615     5.72 -59.38593    38.99 116.00000     5.7286 
  0.02500   0.22500   126.60 -65.91063     4.68 -59.63184    35.34 116.00000     4.6796 
  0.02500   0.25000   116.00 -66.19740     3.69 -59.90943    31.47 116.00000     3.6939 
  0.02500   0.27500   105.40 -66.50660     2.81 -60.20905    27.57 116.00000     2.8121 
  0.02500   0.30000    95.17 -66.82606     2.08 -60.51859    23.83 116.00000     2.0865 
  0.02500   0.32500    85.64 -67.14353     1.51 -60.82606    20.43 116.00000     1.5081 
  0.02500   0.35000    77.01 -67.44872     1.10 -61.12195    17.45 116.00000     1.1060 
  0.02500   0.37500    69.38 -67.73449     0.85 -61.40057    14.93 116.00000     0.8490 
  0.02500   0.40000    62.75 -67.99717     0.00 -61.66023    12.81 116.00000     0.0000 
  0.02500   0.42500    57.06 -68.23573     0.00 -61.90241    11.06 116.00000     0.0000 
  0.02500   0.45000    52.22 -68.45236     0.00 -62.13093     9.59 116.00000     0.0000 
  0.02500   0.47500    48.12 -68.65010     0.00 -62.35053     8.34 116.00000     0.0000 
  0.02500   0.50000    44.64 -68.83193     0.00 -62.56594     7.27 116.00000     0.0000 
  0.02500   0.52500    48.12 -68.65010     0.00 -62.35053     8.34 116.00000     0.0000 
  0.02500   0.55000    52.22 -68.45236     0.00 -62.13093     9.59 116.00000     0.0000 
  0.02500   0.57500    57.06 -68.23573     0.00 -61.90241    11.06 116.00000     0.0000 
  0.02500   0.60000    62.75 -67.99717     0.00 -61.66023    12.81 116.00000     0.0000 
  0.02500   0.62500    69.38 -67.73449     0.85 -61.40057    14.93 116.00000     0.8490 
  0.02500   0.65000    77.01 -67.44872     1.10 -61.12195    17.45 116.00000     1.1060 
  0.02500   0.67500    85.64 -67.14353     1.51 -60.82606    20.43 116.00000     1.5081 
  0.02500   0.70000    95.17 -66.82606     2.08 -60.51859    23.83 116.00000     2.0865 
  0.02500   0.72500   105.40 -66.50660     2.81 -60.20905    27.57 116.00000     2.8121 
  0.02500   0.75000   116.00 -66.19740     3.69 -59.90943    31.47 116.00000     3.6939 
  0.02500   0.77500   126.60 -65.91063     4.68 -59.63184    35.34 116.00000     4.6796 
  0.02500   0.80000   136.83 -65.65615     5.72 -59.38593    38.99 116.00000     5.7286 
