ZONE T="xy  6e.dat"
I= 32,J= 64,K=1,F=POINT
  0.05000   0.05000     0.00 -64.98170     0.18 0 0 0 0 0 0   0.00000   -64.9817   0.00331 0  -0.02220 
  0.05000   0.10000     0.00 -64.97960     0.18 0 0 0 0 0 0   0.00000   -64.9796   0.00332 0  -0.02235 
  0.05000   0.15000     0.00 -64.97715     0.18 0 0 0 0 0 0   0.00000   -64.9772   0.00334 0  -0.02251 
  0.05000   0.20000     0.00 -64.97466     0.18 0 0 0 0 0 0   0.00000   -64.9747   0.00335 0  -0.02268 
  0.05000   0.25000     0.00 -64.97229     0.18 0 0 0 0 0 0   0.00000   -64.9723   0.00336 0  -0.02283 
  0.05000   0.30000     0.00 -64.97010     0.18 0 0 0 0 0 0   0.00000   -64.9701   0.00337 0  -0.02297 
  0.05000   0.35000     0.00 -64.96810     0.18 0 0 0 0 0 0   0.00000   -64.9681   0.00338 0  -0.02310 
  0.05000   0.40000     0.00 -64.96630     0.18 0 0 0 0 0 0   0.00000   -64.9663   0.00339 0  -0.02322 
  0.05000   0.45000     0.00 -64.96471     0.18 0 0 0 0 0 0   0.00000   -64.9647   0.00340 0  -0.02332 
  0.05000   0.50000     0.00 -64.96331     0.18 0 0 0 0 0 0   0.00000   -64.9633   0.00341 0  -0.02341 
  0.05000   0.55000     0.00 -64.96213     0.18 0 0 0 0 0 0   0.00000   -64.9621   0.00341 0  -0.02349 
  0.05000   0.60000     0.00 -64.96116     0.18 0 0 0 0 0 0   0.00000   -64.9612   0.00342 0  -0.02355 
  0.05000   0.65000     0.00 -64.96040     0.18 0 0 0 0 0 0   0.00000   -64.9604   0.00342 0  -0.02360 
  0.05000   0.70000     0.00 -64.95986     0.19 0 0 0 0 0 0   0.00000   -64.9599   0.00342 0  -0.02363 
  0.05000   0.75000     0.00 -64.95953     0.19 0 0 0 0 0 0   0.00000   -64.9595   0.00343 0  -0.02365 
  0.05000   0.80000     0.00 -64.95942     0.19 0 0 0 0 0 0   0.00000   -64.9594   0.00343 0  -0.02366 
  0.05000   0.85000     0.00 -64.95953     0.19 0 0 0 0 0 0   0.00000   -64.9595   0.00343 0  -0.02365 
  0.05000   0.90000     0.00 -64.95986     0.19 0 0 0 0 0 0   0.00000   -64.9599   0.00342 0  -0.02363 
  0.05000   0.95000     0.00 -64.96040     0.18 0 0 0 0 0 0   0.00000   -64.9604   0.00342 0  -0.02360 
  0.05000   1.00000     0.00 -64.96116     0.18 0 0 0 0 0 0   0.00000   -64.9612   0.00342 0  -0.02355 
  0.05000   1.05000     0.00 -64.96213     0.18 0 0 0 0 0 0   0.00000   -64.9621   0.00341 0  -0.02349 
  0.05000   1.10000     0.00 -64.96331     0.18 0 0 0 0 0 0   0.00000   -64.9633   0.00341 0  -0.02341 
  0.05000   1.15000     0.00 -64.96471     0.18 0 0 0 0 0 0   0.00000   -64.9647   0.00340 0  -0.02332 
  0.05000   1.20000     0.00 -64.96630     0.18 0 0 0 0 0 0   0.00000   -64.9663   0.00339 0  -0.02322 
  0.05000   1.25000     0.00 -64.96810     0.18 0 0 0 0 0 0   0.00000   -64.9681   0.00338 0  -0.02310 
  0.05000   1.30000     0.00 -64.97010     0.18 0 0 0 0 0 0   0.00000   -64.9701   0.00337 0  -0.02297 
  0.05000   1.35000     0.00 -64.97229     0.18 0 0 0 0 0 0   0.00000   -64.9723   0.00336 0  -0.02283 
  0.05000   1.40000     0.00 -64.97466     0.18 0 0 0 0 0 0   0.00000   -64.9747   0.00335 0  -0.02268 
  0.05000   1.45000     0.00 -64.97721     0.18 0 0 0 0 0 0   0.00000   -64.9772   0.00333 0  -0.02251 
  0.05000   1.50000     0.00 -64.97989     0.18 0 0 0 0 0 0   0.00000   -64.9799   0.00332 0  -0.02234 
  0.05000   1.55000     0.00 -64.98249     0.18 0 0 0 0 0 0   0.00000   -64.9825   0.00331 0  -0.02216 
  0.05000   1.60000     0.00 -64.98472     0.18 0 0 0 0 0 0   0.00000   -64.9847   0.00330 0  -0.02200 
