ZONE T="xy  2e.dat"
I= 32,J= 64,K=1,F=POINT
  0.05000   0.05000     0.00 -65.39615     0.06 0 0 0 0 0 0   0.00000   -65.3962   0.00263 0  -0.00059 
  0.05000   0.10000     0.00 -65.39581     0.06 0 0 0 0 0 0   0.00000   -65.3958   0.00264 0  -0.00059 
  0.05000   0.15000     0.00 -65.39540     0.06 0 0 0 0 0 0   0.00000   -65.3954   0.00265 0  -0.00062 
  0.05000   0.20000     0.00 -65.39499     0.06 0 0 0 0 0 0   0.00000   -65.3950   0.00266 0  -0.00067 
  0.05000   0.25000     0.00 -65.39460     0.06 0 0 0 0 0 0   0.00000   -65.3946   0.00267 0  -0.00071 
  0.05000   0.30000     0.00 -65.39424     0.06 0 0 0 0 0 0   0.00000   -65.3942   0.00268 0  -0.00075 
  0.05000   0.35000     0.00 -65.39391     0.06 0 0 0 0 0 0   0.00000   -65.3939   0.00268 0  -0.00079 
  0.05000   0.40000     0.00 -65.39361     0.06 0 0 0 0 0 0   0.00000   -65.3936   0.00269 0  -0.00082 
  0.05000   0.45000     0.00 -65.39335     0.06 0 0 0 0 0 0   0.00000   -65.3933   0.00269 0  -0.00085 
  0.05000   0.50000     0.00 -65.39312     0.06 0 0 0 0 0 0   0.00000   -65.3931   0.00270 0  -0.00088 
  0.05000   0.55000     0.00 -65.39292     0.06 0 0 0 0 0 0   0.00000   -65.3929   0.00270 0  -0.00090 
  0.05000   0.60000     0.00 -65.39276     0.06 0 0 0 0 0 0   0.00000   -65.3928   0.00271 0  -0.00092 
  0.05000   0.65000     0.00 -65.39264     0.06 0 0 0 0 0 0   0.00000   -65.3926   0.00271 0  -0.00093 
  0.05000   0.70000     0.00 -65.39255     0.06 0 0 0 0 0 0   0.00000   -65.3925   0.00271 0  -0.00094 
  0.05000   0.75000     0.00 -65.39249     0.06 0 0 0 0 0 0   0.00000   -65.3925   0.00271 0  -0.00095 
  0.05000   0.80000     0.00 -65.39248     0.06 0 0 0 0 0 0   0.00000   -65.3925   0.00271 0  -0.00095 
  0.05000   0.85000     0.00 -65.39249     0.06 0 0 0 0 0 0   0.00000   -65.3925   0.00271 0  -0.00095 
  0.05000   0.90000     0.00 -65.39255     0.06 0 0 0 0 0 0   0.00000   -65.3925   0.00271 0  -0.00094 
  0.05000   0.95000     0.00 -65.39264     0.06 0 0 0 0 0 0   0.00000   -65.3926   0.00271 0  -0.00093 
  0.05000   1.00000     0.00 -65.39276     0.06 0 0 0 0 0 0   0.00000   -65.3928   0.00271 0  -0.00092 
  0.05000   1.05000     0.00 -65.39292     0.06 0 0 0 0 0 0   0.00000   -65.3929   0.00270 0  -0.00090 
  0.05000   1.10000     0.00 -65.39312     0.06 0 0 0 0 0 0   0.00000   -65.3931   0.00270 0  -0.00088 
  0.05000   1.15000     0.00 -65.39335     0.06 0 0 0 0 0 0   0.00000   -65.3933   0.00269 0  -0.00085 
  0.05000   1.20000     0.00 -65.39361     0.06 0 0 0 0 0 0   0.00000   -65.3936   0.00269 0  -0.00082 
  0.05000   1.25000     0.00 -65.39391     0.06 0 0 0 0 0 0   0.00000   -65.3939   0.00268 0  -0.00079 
  0.05000   1.30000     0.00 -65.39424     0.06 0 0 0 0 0 0   0.00000   -65.3942   0.00268 0  -0.00075 
  0.05000   1.35000     0.00 -65.39460     0.06 0 0 0 0 0 0   0.00000   -65.3946   0.00267 0  -0.00071 
  0.05000   1.40000     0.00 -65.39499     0.06 0 0 0 0 0 0   0.00000   -65.3950   0.00266 0  -0.00067 
  0.05000   1.45000     0.00 -65.39541     0.06 0 0 0 0 0 0   0.00000   -65.3954   0.00265 0  -0.00062 
  0.05000   1.50000     0.00 -65.39585     0.06 0 0 0 0 0 0   0.00000   -65.3959   0.00264 0  -0.00057 
  0.05000   1.55000     0.00 -65.39628     0.06 0 0 0 0 0 0   0.00000   -65.3963   0.00263 0  -0.00054 
  0.05000   1.60000     0.00 -65.39665     0.06 0 0 0 0 0 0   0.00000   -65.3967   0.00262 0  -0.00054 
